"registry_key","Citation (APA 7th-Annotated)","sequence","DOI if different from article or doi Alt","Item number","1st Author","other author(s)","year","Publication name","DOI (or Alt)","Item name","Item encoded","Public TSV match from AUTO_Public_TSV_FileList (generated by _tools/file_list.R; do not edit manually)","Item full original title","Source format","N.B.","Progress stage","Snapshot name if unchanged","Source URL link","Flags pre-addressed","Flags possible","Flags active (skips)","Topic","Taxon","Main Trait(s)","Other Trait(s)","Material type (e.g. histological, MRI)","Method","Measure type","Team","Collection","Data role (primary/secondary/both)","Source (if secondary)","recommendation"
"Finlay_etal_2006_Table6.1","Finlay, B. L., Cheung, D. T.-M., & Darlington, R. B. (2006). Developmental constraints on or developmental structure in brain evolution? In Y. Munakata & M. H. Johnson (Eds.), Processes of Change in Brain and Cognitive Development (Vol. 8208, pp. 131-162). Oxford University Press. https://doi.org/10.1093/oso/9780198568742.003.0006","","","Table 6.1","Finlay","etal","2006","Finlay_etal_2006","10.1093%2Foso%2F9780198568742.003.0006","Finlay_etal_2006_Table6.1","10.1093%2Foso%2F9780198568742.003.0006_Table6.1","10.1093%2Foso%2F9780198568742.003.0006_Table6.1.tsv","","table","","FINISHED","","https://www.researchgate.net/publication/299027052_Developmental_constraints_on_or_developmental_structure_in_brain_evolution","","","xml:space=""preserve"">WHOLE-PAPER FLAG 2026-08-29: traced cortical surfaces systematically low vs independent flattening/planimetry (galago 383 vs Collins 1849-2261 mm2; possum 208 vs Brodmann 1547); several rows lack a citable primary; owl monkey high. All rows held out of __merging_cortical_areas _wide (status flagged_pending_ProjectKaskan_check). Verify against the Project Kaskan remeasuring dataset (restricted repo) once built, then unflag per column. See Finlay_etal_2006/Finlay_etal_2006_Table6.1_source_attribution.csv. (Re-applied 2026-08-29 after an earlier application was lost to a concurrent workbook save.)","","Mammals","cerebral cortex surface area and number of areas (broadly defined)","","","","cortical surface area / volume","","","secondary","","summary to check more precise areas from ProjectKaskan"
"Fox_Wilczynski_1986_TableI","Fox, J. H., & Wilczynski, W. (1986). Allometry of major CNS divisions: towards a reevaluation of somatic brain-body scaling. Brain Behav Evol, 28(4), 157-169. https://doi.org/10.1159/000118700","","","Table I","Fox","Wilczynski","1986","Fox_Wilczynski_1986","10.1159%2F000118700","Fox_Wilczynski_1986_TableI","10.1159%2F000118700_TableI","notfound","","table","","","","","Source paper and target table identified","Verify taxonomy, specimen metadata, units, and structure ontology before merge","","comparative brain volumes","Rodents","Body mass; whole brain; forebrain; cerebellum; brainstem","","","Gross dissection and analytical weighing; formalin-fixed brains","mass (g); spinal cord area (mm²)","","","primary and secondary","","Extract Table I only as primary data, mark measurement type as weight. Do not duplicate Stephan-derived nonrodent data. Stephan-compatible brain structure volumes"
"Frahm_Zilles_1994_Table1","Frahm, H. D., & Zilles, K. (1994). Volumetric comparison of hippocampal regions in 44 primate species. J Hirnforsch, 35(3), 343-354. https://www.ncbi.nlm.nih.gov/pubmed/7983368","","PMID:7983368","Table 1","Frahm","Zilles","1994","Frahm_Zilles_1994","PMID%3A7983368","Frahm_Zilles_1994_Table1","PMID%3A7983368_Table1","PMID%3A7983368_Table1.tsv","","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","hippocampal region volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Frahm_Zilles_1994_Table2","Frahm, H. D., & Zilles, K. (1994). Volumetric comparison of hippocampal regions in 44 primate species. J Hirnforsch, 35(3), 343-354. https://www.ncbi.nlm.nih.gov/pubmed/7983368","","PMID:7983368","Table 2","Frahm","Zilles","1994","Frahm_Zilles_1994","PMID%3A7983368","Frahm_Zilles_1994_Table2","PMID%3A7983368_Table2","notfound","","","","","","","","","","","","","","","","","","","","",""
"Frahm_etal_1982_Table2","Frahm, H. D., Stephan, H., & Stephan, M. (1982). Comparison of brain structure volumes in Insectivora and Primates. I. Neocortex. J Hirnforsch, 23(4), 375-389. https://www.ncbi.nlm.nih.gov/pubmed/7161477","","PMID:7161477","Table 2","Frahm","etal","1982","Frahm_etal_1982","PMID%3A7161477","Frahm_etal_1982_Table2","PMID%3A7161477_Table2","PMID%3A7161477_Table2.tsv","Table 2. Volumes and percentages of total neocortex, white and grey matters, and laminae 1 and 2-6 in Insectivora, Scandentia, and Primates.","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","neocortex volume","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Frahm_etal_1984_Table1","Frahm, H. D., Stephan, H., & Baron, G. (1984). Comparison of brain structure volumes in insectivora and primates. V. Area striata (AS). J Hirnforsch, 25(5), 537-557. https://www.ncbi.nlm.nih.gov/pubmed/6501869","","PMID:6501869","Table 1","Frahm","etal","1984","Frahm_etal_1984","PMID%3A6501869","Frahm_etal_1984_Table1","PMID%3A6501869_Table1","PMID%3A6501869_Table1.tsv","Table 1. Volumes of area striata and some of its laminar components (in mm3).","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","area striata volume","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Frahm_etal_1997_Table1","Frahm, H. D., Rehkämper, G., & Nevo, E. (1997). Brain structure volumes in the mole rat, Spalax ehrenbergi (Spalacidae, Rodentia) in comparison to the rat and subterrestrial insectivores. J Hirnforsch, 38(2), 209-222. https://www.ncbi.nlm.nih.gov/pubmed/9176733","","PMID:9176733","Table 1","Frahm","etal","1997","Frahm_etal_1997","PMID%3A9176733","Frahm_etal_1997_Table1","PMID%3A9176733_Table1","PMID%3A9176733_Table1.tsv","","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes (Spalax)","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Frahm_etal_1998_Table1","Frahm, H. D., Zilles, K., Schleicher, A., & Stephan, H. (1998). The size of the middle temporal area in primates. J Hirnforsch, 39(1), 45-54. https://www.ncbi.nlm.nih.gov/pubmed/9672110","","PMID:9672110","Table 1","Frahm","etal","1998","Frahm_etal_1998","PMID%3A9672110","Frahm_etal_1998_Table1","PMID%3A9672110_Table1","PMID%3A9672110_Table1.tsv","","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","middle temporal area (MT) size","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Fritsches_etal_2005_Fig2","Fritsches, K. A., Brill, R. W., & Warrant, E. J. (2005). Warm eyes provide superior vision in swordfishes. Curr Biol, 15(1), 55-58. https://doi.org/10.1016/j.cub.2004.12.064","","","Fig 2","Fritsches","etal","2005","Fritsches_etal_2005","10.1016%2Fj.cub.2004.12.064","Fritsches_etal_2005_Fig2","10.1016%2Fj.cub.2004.12.064_Fig2","10.1016%2Fj.cub.2004.12.064_Fig2.tsv","","","","FINISHED","","","","","","","","","","","","","","","","",""
"Fu_etal_2013_Table1","Fu, Y., Rusznak, Z., Herculano-Houzel, S., Watson, C., & Paxinos, G. (2013). Cellular composition characterizing postnatal development and maturation of the mouse brain and spinal cord. Brain Struct Funct, 218(5), 1337-1354. https://doi.org/10.1007/s00429-012-0462-x","","","Table 1","Fu","etal","2013","Fu_etal_2013","10.1007%2Fs00429-012-0462-x","Fu_etal_2013_Table1","10.1007%2Fs00429-012-0462-x_Table1","notfound","Table 1 Age-dependent changes affecting the mouse central nervous system and pituitary","","","","","","","","","","","","number spinal cord neurons","","","","","","","",""
"Gabi_etal_2016_TableS1","Gabi, M., Neves, K., Masseron, C., Ribeiro, P. F., Ventura-Antunes, L., Torres, L., Mota, B., Kaas, J. H., & Herculano-Houzel, S. (2016). No relative expansion of the number of prefrontal neurons in primate and human evolution. Proc Natl Acad Sci U S A, 113(34), 9617-9622. https://doi.org/10.1073/pnas.1610178113","","","Table S1","Gabi","etal","2016","Gabi_etal_2016","10.1073%2Fpnas.1610178113","Gabi_etal_2016_TableS1","10.1073%2Fpnas.1610178113_TableS1","10.1073%2Fpnas.1610178113_TableS1.tsv","","table","","FINISHED","","","","","","","Primates (incl. human)","prefrontal share of cortical gray/white volume, WM non-neuronal cells and cortical neurons","","","","regional share of cortex (pct, not counts)","HH","","primary","","8 primates incl. human, from the SI Appendix (pnas.201610178si.pdf p.2) added 2026-08-06. The ARTICLE has no main-text table - Item number was corrected from 'Table 1' to 'Table S1'. EVERY VALUE IS A PERCENTAGE, a share of a whole-cortex total, never a count: the absolute prefrontal values are not published (Fig. 6 plots them, no table gives them), so the share is the only published form and HOWTO sec 7 does not bite. Multiply pct.neurons/100 by a species' whole-cortex neuron count to get an absolute - a derivation for the merge to make explicitly. REGIONAL: never pool with CerebralCortex_N.n. Mean %neurons = 8.17 (paper: ~8%) and human 7.8 ranks 3rd of 8, reproducing the paper's finding of no relative prefrontal expansion. The HUMAN hemisphere is the SAME SPECIMEN as Ribeiro_etal_2013 - needs a specimen_crosswalk entry before both contribute a human value. Table S2 (regression slopes) is not registered and not built."
"Garwicz_etal_2009_TableS1","Garwicz, M., Christensson, M., & Psouni, E. (2009). A unifying model for timing of walking onset in humans and other mammals. Proc Natl Acad Sci U S A, 106(51), 21889-21893. https://doi.org/10.1073/pnas.0905777106","","","Table S1","Garwicz","etal","2009","Garwicz_etal_2009","10.1073%2Fpnas.0905777106","Garwicz_etal_2009_TableS1","10.1073%2Fpnas.0905777106_TableS1","10.1073%2Fpnas.0905777106_TableS1.tsv","Table S1. Taxonomy of species included in the sample","","","FINISHED","","https://www.pnas.org/doi/suppl/10.1073/pnas.0905777106/suppl_file/0905777106si.pdf","","","","","Mammals","","","","","behavioural/developmental (motor onset)","","","secondary","",""
"Garwicz_etal_2009_TableS2","Garwicz, M., Christensson, M., & Psouni, E. (2009). A unifying model for timing of walking onset in humans and other mammals. Proc Natl Acad Sci U S A, 106(51), 21889-21893. https://doi.org/10.1073/pnas.0905777106","","","Table S2","Garwicz","etal","2009","Garwicz_etal_2009","10.1073%2Fpnas.0905777106","Garwicz_etal_2009_TableS2","10.1073%2Fpnas.0905777106_TableS2","notfound","Table S2. Database for multiple-regression model","","","","","https://www.pnas.org/doi/suppl/10.1073/pnas.0905777106/suppl_file/0905777106si.pdf","","","","","Mammals","","","","","behavioural/developmental (motor onset)","","","secondary","",""
"Genoud_etal_2018_TableS2","Genoud, M., Isler, K., & Martin, R. D. (2018). Comparative analyses of basal rate of metabolism in mammals: data selection does matter. Biol Rev Camb Philos Soc, 93(1), 404-438. https://doi.org/10.1111/brv.12350","","","Table S2","Genoud","etal","2018","Genoud_etal_2018","10.1111%2Fbrv.12350","Genoud_etal_2018_TableS2","10.1111%2Fbrv.12350_TableS2","10.1111%2Fbrv.12350_TableS2.tsv","Table S2. Basal metabolic rate (BMR) database.","","","FINISHED","","","","","","","","BMR","","","","","","","secondary","",""
"Granatosky__2018_TableS1","Granatosky, M. C. (2018). A Review of locomotor diversity in mammals with analyses exploring the influence of substrate use, body mass and intermembral index in primates. Journal of Zoology, 306(4), 207-216. https://doi.org/10.1111/jzo.12608","","","Table S1","Granatosky","","2018","Granatosky__2018","10.1111%2Fjzo.12608","Granatosky__2018_TableS1","10.1111%2Fjzo.12608_TableS1","10.1111%2Fjzo.12608_TableS1.tsv","Table S1. Locomotor profiles for the species used in this
study.","","","FINISHED","","https://karger.com/bbe/article-pdf/86/3-4/145/2264694/000437413.pdf","","","","","Mammals","","","","","behavioural (locomotion)","","","secondary","",""
"Haarlem_etal_2026_CFFdataset","Haarlem, C. S., Hynes, C., Jackson, A. L., Mitchell, K. J., O'Connell, R. G., & Healy, K. (2026). Pace of ecology drives the tempo of visual perception across the animal kingdom. Nat Ecol Evol. https://doi.org/10.1038/s41559-026-02994-7","","","CFF dataset","Haarlem","etal","2026","Haarlem_etal_2026","10.1038%2Fs41559-026-02994-7","Haarlem_etal_2026_CFFdataset","10.1038%2Fs41559-026-02994-7_CFFdataset","10.1038%2Fs41559-026-02994-7_CFFdataset.tsv","","","CFF dataset","","","https://karger.com/bbe/article-pdf/86/3-4/145/2264694/000437413.pdf","","","","","","","","","","","","","","",""
"Hakeem_etal_2005_Table2","Hakeem, A. Y., Hof, P. R., Sherwood, C. C., Switzer, R. C., III, Rasmussen, L. E. L., & Allman, J. M. (2005). Brain of the African elephant (Loxodonta africana): Neuroanatomy from magnetic resonance images. The Anatomical Record Part A, 287A, 1117–1127. https://doi.org/10.1002/ar.a.20255","","","Table 2","Hakeem","etal","2005","Hakeem_etal_2005","10.1002%2Far.a.20255","Hakeem_etal_2005_Table2","10.1002%2Far.a.20255_Table2","notfound","","table","","","","https://doi.org/10.1002/ar.a.20255","Source paper and target table identified","Verify taxonomy, specimen metadata, units, and structure ontology before merge","","comparative brain volumes","Proboscidea","Whole brain; neocortical gray matter; neocortical white matter; cerebellar gray matter; cerebellar white matter","","","Postmortem MRI; manual and semiautomated segmentation in Amira","volume (cm³)","","","primary","","Extract as a separate MRI source. Preserve gray/white matter components and create aggregated neocortex/cerebellum only with explicit formulas. Stephan-compatible brain structure volumes"
"Halley_Krubitzer_2019_Figure1","Halley, A. C., & Krubitzer, L. (2019). Not all cortical expansions are the same: The coevolution of the neocortex and the dorsal thalamus in mammals. Curr Opin Neurobiol, 56, 78-86. https://doi.org/10.1016/j.conb.2018.12.003","","","Figure 1","Halley","Krubitzer","2019","Halley_Krubitzer_2019","10.1016%2Fj.conb.2018.12.003","Halley_Krubitzer_2019_Figure1","10.1016%2Fj.conb.2018.12.003_Figure1","notfound","Figure 1. Primate neocorticalization relative to the dorsal thalamus","figure","","","","https://doi.org/10.1016/j.conb.2018.12.003","","secondary synthesis; source overlap; plot digitization; one explicit estimated value","","neocortex / dorsal thalamus scaling","Mammals","neocortex and thalamus volumes; derived ratio","dorsal thalamus volume; neocortex volume; thalamus:neocortex ratio; clade-specific scaling","","","volume + derived ratio/regression","Halley/Krubitzer","","secondary","","Figure 1 plots 39 species; the marmoset thalamus is explicitly estimated from New World monkey data. Treat as secondary/derived and do not merge as an independent measurement team."
"Heesy__2004_Table1","Heesy, C. P. (2004). On the relationship between orbit orientation and binocular visual field overlap in mammals. The Anatomical Record Part A, 281A, 1104-1110. https://doi.org/10.1002/ar.a.20116","","","Table 1","Heesy","","2004","Heesy__2004","10.1002%2Far.a.20116","Heesy__2004_Table1","10.1002%2Far.a.20116_Table1","notfound","Table 1. Orbit convergence and binocular visual field overlap","table","Orbit convergence primary (Heesy morphometrics); visual-field values secondary, compiled from cited sources — lookup in Heesy__2004_References.csv","","","https://doi.org/10.1002/ar.a.20116","","","","sensory vision","Mammals","orbit convergence; binocular visual field overlap","","","3D cranial landmark morphometrics plus literature compilation","angle (degrees)","","","both","",""
"Heffner_Heffner_1992_a_Table1","Heffner, R. S., & Heffner, H. E. (1992). Visual factors in sound localization in mammals. J Comp Neurol, 317(3), 219-232. https://doi.org/10.1002/cne.903170302","a","","Table 1","Heffner","Heffner","1992","Heffner_Heffner_1992_a","10.1002%2Fcne.903170302","Heffner_Heffner_1992_a_Table1","10.1002%2Fcne.903170302_Table1","notfound","TABLE 1. Values of Parameters Examined as Predictors of Sound Localization Acuity in Mammals","table","First Route-A sensory source folder. '1992a' in the Bath compilation's short codes. Audited vs SensoryData_compiled_check (81 agree, 0 mismatches) and the Bath student extraction (77 agree, 0 mismatches); 6 compilation rows found misassigned (Delphinus/Hemiechinus/Inia) - see README","","","","","","","","Mammalia (24 rows, 23 spp)","sound localization threshold; functional interaural distance; width of field of best vision; visual acuity; binocular field; trophic level","","","","sensory performance / psychophysics","Heffner","","both","",""
