"species_sci"	"Binomial"	"order"	"family"	"genus"	"species"	"Sample_size.brain"	"Sample_size.body"	"Sex"	"Mean_brain_mass_g"	"Mean_body_mass_g"	"BrainReference1"	"BrainReference2"	"Brain.resid"	"T_resid"
"Perameles bougainville"	"Perameles_bougainville"	"Peramelemorphia"	"Peramelidae"	"Perameles"	"bougainville"	"7"	NA	"Both"	"3.21"	"226"	"Ashwell2008/Weisbecker.etal.2013"	NA	"0.000883685"	"0.004921566"
"Echymipera kalubu"	"Echymipera_kalubu"	"Peramelemorphia"	"Peramelidae"	"Echymipera"	"kalubu"	"18"	NA	"Both"	"3.67"	"950"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.40867096"	"-0.088306128"
"Echymipera rufescens"	"Echymipera_rufescens"	"Peramelemorphia"	"Peramelidae"	"Echymipera"	"rufescens"	"12"	NA	"Both"	"3.73"	"1700"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.591173923"	"-0.142614921"
"Microperoryctes longicauda"	"Microperoryctes_longicauda"	"Peramelemorphia"	"Peramelidae"	"Microperoryctes"	"longicauda"	"14"	NA	"Both"	"3.81"	"538"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.207204348"	"-0.012099776"
"Macrotis leucura"	"Macrotis_leucura"	"Peramelemorphia"	"Thylacomyidae"	"Macrotis"	"leucura"	"1"	NA	"Both"	"4.3"	"355.5"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.019702623"	"0.08412656"
"Isoodon macrourus"	"Isoodon_macrourus"	"Peramelemorphia"	"Peramelidae"	"Isoodon"	"macrourus"	"34"	NA	"Both"	"4.42"	"1600"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.4977136"	"-0.062509874"
"Echymipera clara"	"Echymipera_clara"	"Peramelemorphia"	"Peramelidae"	"Echymipera"	"clara"	"8"	NA	"Both"	"4.48"	"1236.5"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.407912686"	"-0.029483024"
"Perameles gunnii"	"Perameles_gunnii"	"Peramelemorphia"	"Peramelidae"	"Perameles"	"gunnii"	"3"	NA	"Both"	"4.5"	"750"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.243127046"	"0.025162616"
"Perameles nasuta"	"Perameles_nasuta"	"Peramelemorphia"	"Peramelidae"	"Perameles"	"nasuta"	"16"	NA	"Both"	"4.96"	"960"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.2812661"	"0.041405503"
"Peroryctes raffrayana"	"Peroryctes_raffrayana"	"Peramelemorphia"	"Peramelidae"	"Peroryctes"	"raffrayana"	"9"	NA	"Both"	"6.33"	"830"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.127948775"	"0.162668294"
"Macrotis lagotis"	"Macrotis_lagotis"	"Peramelemorphia"	"Thylacomyidae"	"Macrotis"	"lagotis"	"11"	NA	"Both"	"6.57"	"1800"	"Ashwell2008/Weisbecker.etal.2013"	NA	"-0.363935244"	"0.097215447"
"Isoodon obesulus"	"Isoodon_obesulus"	"Peramelemorphia"	"Peramelidae"	"Isoodon"	"obesulus"	"11"	NA	NA	"4.03"	"691"	"Boddy2012"	"Ashwell2007"	"-0.264346856"	"-0.014106675"
"Rhynchomeles prattorum"	"Rhynchomeles_prattorum"	"Peramelemorphia"	"Peramelidae"	"Rhynchomeles"	"prattorum"	"1"	NA	NA	"4.9"	"907"	"Ashwell2008"	NA	"-0.268053567"	"0.042107322"
"Equus asinus"	"Equus_asinus"	"Perissodactyla"	"Equidae"	"Equus"	"asinus"	"8"	NA	"both"	"434"	"234000"	"Boddy2012"	"Crile & Quiring 1940; Warncke 1908"	"-0.129482982"	"0.059071616"
"Tapirus indicus"	"Tapirus_indicus"	"Perissodactyla"	"Tapiridae"	"Tapirus"	"indicus"	NA	NA	"Female"	"265"	"201000"	"IslerVanSchaik2012"	NA	"-0.294211533"	"-0.125195262"
"Equus zebra"	"Equus_zebra"	"Perissodactyla"	"Equidae"	"Equus"	"zebra"	NA	NA	"Female"	"548"	"275885"	"IslerVanSchaik2012"	NA	"-0.08182682"	"0.127891573"
"Diceros bicornis"	"Diceros_bicornis"	"Perissodactyla"	"Rhinocerotidae"	"Diceros"	"bicornis"	NA	NA	"Female"	"655"	"765450"	"IslerVanSchaik2012"	NA	"-0.33676069"	"0.004117856"
"Equus caballus"	"Equus_caballus"	"Perissodactyla"	"Equidae"	"Equus"	"caballus"	NA	NA	"Female"	"693"	"340722"	"IslerVanSchaik2012"	NA	"-0.048628842"	"0.188219583"
"Tapirus bairdii"	"Tapirus_bairdii"	"Perissodactyla"	"Tapiridae"	"Tapirus"	"bairdii"	"1"	NA	NA	"85"	"14260"	"Boddy2012"	"Crile & Quiring 1940"	"0.073776846"	"-0.097272056"
"Tapirus terrestris"	"Tapirus_terrestris"	"Perissodactyla"	"Tapiridae"	"Tapirus"	"terrestris"	NA	NA	NA	"180.5"	"160000"	"IslerVanSchaik2012"	NA	"-0.386672461"	"-0.246977407"
"Equus burchelli"	"Equus_quagga"	"Perissodactyla"	"Equidae"	"Equus"	"quagga"	NA	NA	NA	"562"	"264514"	"Perez-Barberia.etal.2007"	"Dunbar.2006"	"-0.057161368"	"0.147147293"
"Equus burchelli"	"Equus_burchellii"	"Perissodactyla"	"Equidae"	"Equus"	"burchellii"	"1"	NA	NA	"612"	"250000"	"Boddy2012"	"Warncke 1908"	"-0.001764601"	"0.195290809"
"Ceratotherium simum"	"Ceratotherium_simum"	"Perissodactyla"	"Rhinocerotidae"	"Ceratotherium"	"simum"	NA	NA	NA	"643"	"1400000"	"Perez-Barberia.etal.2007"	"Kruska_1988"	"-0.541451233"	"-0.122972198"
"Rhinoceros unicornis"	"Rhinoceros_unicornis"	"Perissodactyla"	"Rhinocerotidae"	"Rhinoceros"	"unicornis"	NA	NA	NA	"786"	"2250000"	"Perez-Barberia.etal.2007"	"Kruska_1988"	"-0.608781943"	"-0.129321807"
"Manis tricuspis"	"Manis_tricuspis"	"Pholidota"	"Manidae"	"Manis"	"tricuspis"	NA	NA	NA	"9.4"	"1790"	"IslerVanSchaik2012"	NA	"-0.206558138"	NA
"Manis javanica"	"Manis_javanica"	"Pholidota"	"Manidae"	"Manis"	"javanica"	NA	NA	NA	"13.7"	"5150"	"IslerVanSchaik2012"	NA	"-0.387184239"	NA
"Manis pentadactyla"	"Manis_pentadactyla"	"Pholidota"	"Manidae"	"Manis"	"pentadactyla"	NA	NA	NA	"17.64"	"4675"	"Stankowich2016"	NA	"-0.245886725"	NA
"Bradypus variegatus"	"Bradypus_variegatus"	"Pilosa"	"Bradypodidae"	"Bradypus"	"variegatus"	"12"	NA	"both"	"16.03"	"3263"	"Boddy2012"	"Crile & Quiring 1940"	"-0.1703273"	NA
"Choloepus hoffmanni"	"Choloepus_hoffmanni"	"Pilosa"	"Megalonychidae"	"Choloepus"	"hoffmanni"	"8"	NA	"both"	"24.54"	"5048"	"Boddy2012"	"Crile & Quiring 1940"	"-0.127514276"	NA
"Tamandua tetradactyla"	"Tamandua_tetradactyla"	"Pilosa"	"Myrmecophagidae"	"Tamandua"	"tetradactyla"	"2"	NA	"both"	"27.5"	"4361"	"Boddy2012"	"Crile & Quiring 1940; Sherwoodetal.2008; Silva & Downing 1995"	"-0.030405757"	NA
"Choloepus didactylus"	"Choloepus_didactylus"	"Pilosa"	"Megalonychidae"	"Choloepus"	"didactylus"	"1"	NA	"Female"	"28.2"	"5070"	"Boddy2012"	"Sherwoodetal.2008; Silva & Downing 1995"	"-0.068556199"	NA
"Myrmecophaga tridactyla"	"Myrmecophaga_tridactyla"	"Pilosa"	"Myrmecophagidae"	"Myrmecophaga"	"tridactyla"	"1"	NA	"Female"	"84"	"18940"	"Boddy2012"	"Spitzka 1903; Silva & Downing 1995"	"-0.023808981"	NA
"Cyclopes didactylus"	"Cyclopes_didactylus"	"Pilosa"	"Cyclopedidae"	"Cyclopes"	"didactylus"	NA	NA	NA	"4.29"	"400"	"Stankowich2016"	NA	"-0.05912943"	NA
"Bradypus tridactylus"	"Bradypus_tridactylus"	"Pilosa"	"Bradypodidae"	"Bradypus"	"tridactylus"	"1"	NA	NA	"24.9"	"4097"	"Boddy2012"	"Crile & Quiring 1940; Warncke 1908; Silva & Downing 1995"	"-0.053198825"	NA
"Microcebus rufus"	"Microcebus_rufus"	"Primates"	"Cheirogaleidae"	"Microcebus"	"rufus"	"9"	"87"	"Both"	"1.716401667"	"42.5"	"islerPrim2008"	NA	"0.273292219"	"0.076282519"
"Cheirogaleus adipicaudatus"	"Cheirogaleus_adipicaudatus"	"Primates"	"Cheirogaleidae"	"Cheirogaleus"	"adipicaudatus"	"2"	NA	"Both"	"3.037359"	"340"	"islerPrim2008/Amniote"	NA	"-0.156154303"	"-0.393345979"
"Galago thomasi"	"Galago_thomasi"	"Primates"	"Galagidae"	"Galago"	"thomasi"	"2"	"3"	"Both"	"3.1175415"	"116.5"	"islerPrim2008"	NA	"0.204029767"	"-0.012465448"
"Cheirogaleus medius"	"Cheirogaleus_medius"	"Primates"	"Cheirogaleidae"	"Cheirogaleus"	"medius"	"4"	NA	"Both"	"3.34"	"179.67"	"Boddy2012"	"Sherwood.etal2008,Boddy2012,Stephan.etal1981"	"0.09285046"	"-0.132016262"
"Tarsius syrichta"	"Tarsius_syrichta"	"Primates"	"Tarsiidae"	"Tarsius"	"syrichta"	"9"	"27"	"Both"	"3.358721556"	"125.5"	"islerPrim2008"	NA	"0.212152952"	"-0.005780208"
"Galago moholi"	"Galago_moholi"	"Primates"	"Galagidae"	"Galago"	"moholi"	"61"	"49"	"Both"	"3.705247654"	"148.379097"	"islerPrim2008"	NA	"0.200248941"	"-0.020920214"
"Galago matschiei"	"Galago_matschiei"	"Primates"	"Galagidae"	"Galago"	"matschiei"	"3"	"6"	"Both"	"4.621870667"	"209.5"	"islerPrim2008"	NA	"0.183889977"	"-0.043944863"
"Euoticus pallidus"	"Euoticus_pallidus"	"Primates"	"Galagidae"	"Euoticus"	"pallidus"	"9"	NA	"Both"	"5.185675111"	"300"	"islerPrim2008"	NA	"0.116923497"	"-0.117849596"
"Galago gabonensis"	"Galago_gabonensis"	"Primates"	"Galagidae"	"Galago"	"gabonensis"	"7"	"39"	"Both"	"5.357372143"	"273"	"islerPrim2008"	NA	"0.161789246"	"-0.07116144"
"Euoticus elegantulus"	"Euoticus_elegantulus"	"Primates"	"Galagidae"	"Euoticus"	"elegantulus"	"14"	"8"	"Both"	"5.534683"	"274"	"islerPrim2008"	NA	"0.174739235"	"-0.058282103"
"Galago cameronensis"	"Galago_cameronensis"	"Primates"	"Galagidae"	"Galago"	"cameronensis"	"8"	"2"	"Both"	"5.580927369"	"251.5"	"islerPrim2008"	NA	"0.20626254"	"-0.025103066"
"Mirza coquereli"	"Mirza_coquereli"	"Primates"	"Cheirogaleidae"	"Mirza"	"coquereli"	"8"	"168"	"Both"	"5.79587525"	"311.5"	"islerPrim2008"	NA	"0.152984512"	"-0.082515469"
"Phaner pallescens"	"Phaner_pallescens"	"Primates"	"Cheirogaleidae"	"Phaner"	"pallescens"	"7"	"14"	"Both"	"6.681421429"	"339"	"islerPrim2008"	NA	"0.187177859"	"-0.049956899"
"Lepilemur dorsalis"	"Lepilemur_dorsalis"	"Primates"	"Lepilemuridae"	"Lepilemur"	"dorsalis"	"1"	NA	"Both"	"6.7"	"870"	"islerPrim2008"	NA	"-0.118608693"	"-0.373955667"
"Lepilemur leucopus"	"Lepilemur_leucopus"	"Primates"	"Lepilemuridae"	"Lepilemur"	"leucopus"	"9"	"7"	"Both"	"6.869683333"	"605.5"	"islerPrim2008"	NA	"0.010308137"	"-0.238035273"
"Arctocebus calabarensis"	"Arctocebus_calabarensis"	"Primates"	"Lorisidae"	"Arctocebus"	"calabarensis"	"21"	"12"	"Both"	"6.921393272"	"309"	"islerPrim2008"	NA	"0.232683712"	"-0.002660559"
"Lepilemur edwardsi"	"Lepilemur_edwardsi"	"Primates"	"Lepilemuridae"	"Lepilemur"	"edwardsi"	"2"	"20"	"Both"	"7.25"	"931"	"islerPrim2008"	NA	"-0.106418514"	"-0.363074961"
"Callithrix jacchus"	"Callithrix_jacchus"	"Primates"	"Cebidae"	"Callithrix"	"jacchus"	"14"	NA	"Both"	"7.73"	"347.45"	"Boddy2012"	"Hrdlicka1925,Spitzka1903,Stephan.etal1981,Warncke1908"	"0.24246895"	"0.004858436"
"Avahi occidentalis"	"Avahi_occidentalis"	"Primates"	"Indridae"	"Avahi"	"occidentalis"	"2"	"14"	"Both"	"7.95"	"801.4"	"islerPrim2008"	NA	"-0.017563685"	"-0.271323566"
"Lepilemur ruficaudatus"	"Lepilemur_ruficaudatus"	"Primates"	"Lepilemuridae"	"Lepilemur"	"ruficaudatus"	"2"	"44"	"Both"	"8.25"	"804.5"	"islerPrim2008"	NA	"-0.00273441"	"-0.256568894"
"Saguinus niger"	"Saguinus_niger"	"Primates"	"Cebidae"	"Saguinus"	"niger"	"10"	"3"	"Both"	"9.481117691"	"375"	"islerPrim2008"	NA	"0.306294552"	"0.067209556"
"Saguinus pileatus"	"Saguinus_pileatus"	"Primates"	"Cebidae"	"Saguinus"	"pileatus"	"4"	"324"	"Both"	"9.555186215"	"524.5"	"islerPrim2008"	NA	"0.200387495"	"-0.045180891"
"Saguinus oedipus"	"Saguinus_oedipus"	"Primates"	"Cebidae"	"Saguinus"	"oedipus"	"113"	NA	"Both"	"9.64"	"327.14"	"Boddy2012"	"Bronson1981,Boddy2012,Sherwood.etal2008,Stephan.etal1981,Warncke1908"	"0.357985671"	"0.121539057"
"Saguinus leucopus"	"Saguinus_leucopus"	"Primates"	"Cebidae"	"Saguinus"	"leucopus"	"12"	"3"	"Both"	"9.701980496"	"524.5"	"islerPrim2008"	NA	"0.207008737"	"-0.038559649"
"Lepilemur microdon"	"Lepilemur_microdon"	"Primates"	"Lepilemuridae"	"Lepilemur"	"microdon"	"2"	"1"	"Both"	"9.75"	"970"	"islerPrim2008"	NA	"0.008881432"	"-0.248567987"
"Saguinus midas"	"Saguinus_midas"	"Primates"	"Cebidae"	"Saguinus"	"midas"	"15"	"32"	"Both"	"9.783900055"	"563"	"islerPrim2008"	NA	"0.187587959"	"-0.059349188"
"Saguinus labiatus"	"Saguinus_labiatus"	"Primates"	"Cebidae"	"Saguinus"	"labiatus"	"2"	"2"	"Both"	"10.01174938"	"520"	"islerPrim2008"	NA	"0.223464947"	"-0.021936936"
"Otolemur monteiri"	"Otolemur_monteiri"	"Primates"	"Galagidae"	"Otolemur"	"monteiri"	"1"	"43"	"Both"	"11.4"	"1318.5"	"islerPrim2008"	NA	"-0.023200552"	"-0.286581379"
"Otolemur garnettii"	"Otolemur_garnettii"	"Primates"	"Galagidae"	"Otolemur"	"garnettii"	"29"	"254"	"Both"	"11.49575776"	"764"	"islerPrim2008"	NA	"0.158173917"	"-0.094662449"
"Otolemur crassicaudatus"	"Otolemur_crassicaudatus"	"Primates"	"Galagidae"	"Otolemur"	"crassicaudatus"	"15"	"101"	"Both"	"11.77750484"	"1150"	"islerPrim2008"	NA	"0.035485019"	"-0.22525366"
"Leontopithecus chrysomelas"	"Leontopithecus_chrysomelas"	"Primates"	"Cebidae"	"Leontopithecus"	"chrysomelas"	"3"	"2"	"Both"	"11.84274929"	"655"	"islerPrim2008"	NA	"0.221228354"	"-0.028633505"
"Leontopithecus rosalia"	"Leontopithecus_rosalia"	"Primates"	"Cebidae"	"Leontopithecus"	"rosalia"	"4"	NA	"Both"	"13.05"	"512.38"	"Boddy2012"	"Boddy2012,Sherwood.etal2008,Warncke1908"	"0.343373914"	"0.098257289"
"Hapalemur alaotrensis"	"Hapalemur_alaotrensis"	"Primates"	"Lemuridae"	"Hapalemur"	"alaotrensis"	"1"	"58"	"Both"	"13.8"	"1239.5"	"islerPrim2008"	NA	"0.079899071"	"-0.182287825"
"Saguinus geoffroyi"	"Saguinus_geoffroyi"	"Primates"	"Cebidae"	"Saguinus"	"geoffroyi"	"20"	NA	"both"	"14.27"	"634.67"	"Boddy2012"	"Crile & Quiring 1940; Hrdlicka 1925; Rowe 1996; Sherwoodetal.2008"	"0.312469884"	"0.063217294"
"Aotus trivirgatus"	"Aotus_trivirgatus"	"Primates"	"Aotidae"	"Aotus"	"trivirgatus"	"266"	NA	"both"	"16.04"	"701.68"	"Boddy2012"	"Warncke 1908; Bronson 1981; Stephan 1981; Sherwoodetal.2008; Silva & Downing 1995"	"0.330556628"	"0.0793645"
"Callicebus caligatus"	"Callicebus_caligatus"	"Primates"	"Pitheciidae"	"Callicebus"	"caligatus"	"4"	"1"	"Both"	"17.25"	"880"	"islerPrim2008"	NA	"0.288383004"	"0.032815189"
"Callicebus discolor"	"Callicebus_discolor"	"Primates"	"Pitheciidae"	"Callicebus"	"discolor"	"5"	"5"	"Both"	"17.52877484"	"875"	"islerPrim2008"	NA	"0.297201449"	"0.041743739"
"Callicebus lugens"	"Callicebus_lugens"	"Primates"	"Pitheciidae"	"Callicebus"	"lugens"	"14"	"10"	"Both"	"18.97246891"	"1090"	"islerPrim2008"	NA	"0.260009244"	"0.000305998"
"Callicebus medemi"	"Callicebus_medemi"	"Primates"	"Pitheciidae"	"Callicebus"	"medemi"	"7"	"7"	"Both"	"19.4358771"	"1156.75"	"islerPrim2008"	NA	"0.251129603"	"-0.009722164"
"Callithrix geoffroyi"	"Callithrix_geoffroyi"	"Primates"	"Cebidae"	"Callithrix"	"geoffroyi"	"8"	NA	"Both"	"19.9"	"793"	"Marino1998"	NA	"0.384354407"	"0.130798137"
"Eulemur coronatus"	"Eulemur_coronatus"	"Primates"	"Lemuridae"	"Eulemur"	"coronatus"	"7"	"4"	"Both"	"20.65096286"	"1180"	"islerPrim2008"	NA	"0.27098383"	"0.009747525"
"Eulemur albifrons"	"Eulemur_albifrons"	"Primates"	"Lemuridae"	"Eulemur"	"albifrons"	"1"	"24"	"Both"	"21.4474"	"2335.5"	"islerPrim2008"	NA	"0.065042733"	"-0.209385913"
"Eulemur albocollaris"	"Eulemur_albocollaris"	"Primates"	"Lemuridae"	"Eulemur"	"albocollaris"	"1"	"36"	"Both"	"22.1"	"2140"	"islerPrim2008"	NA	"0.10653519"	"-0.166204196"
"Saimiri oerstedii"	"Saimiri_oerstedii"	"Primates"	"Cebidae"	"Saimiri"	"oerstedii"	"63"	NA	"both"	"22.45"	"605"	"Boddy2012"	"Crile & Quiring 1940"	"0.524856846"	"0.2765294"
"Saimiri sciureus"	"Saimiri_sciureus"	"Primates"	"Cebidae"	"Saimiri"	"sciureus"	"96"	NA	"both"	"23.35"	"578.7"	"Boddy2012"	"Bronson 1981; Rilling 1999; Warncke 1908; Silva & Downing 1995"	"0.556403938"	"0.308935308"
"Eulemur rufus"	"Eulemur_rufus"	"Primates"	"Lemuridae"	"Eulemur"	"rufus"	"4"	"71"	"Both"	"25.39597"	"2220"	"islerPrim2008"	NA	"0.154953211"	"-0.118495372"
"Propithecus deckenii"	"Propithecus_deckenii"	"Primates"	"Indridae"	"Propithecus"	"deckenii"	"7"	"4"	"Both"	"30.15115857"	"3531.666667"	"islerPrim2008"	NA	"0.078270971"	"-0.204148768"
"Propithecus coquereli"	"Propithecus_coquereli"	"Primates"	"Indridae"	"Propithecus"	"coquereli"	"1"	"20"	"Both"	"30.1941"	"3728.5"	"islerPrim2008"	NA	"0.061223062"	"-0.222244706"
"Varecia variegata"	"Varecia_variegata"	"Primates"	"Lemuridae"	"Varecia"	"variegata"	"5"	NA	"both"	"31.2"	"2705.5"	"Boddy2012"	"Hrdlicka 1925; Stephan 1981; Silva & Downing 1995"	"0.179921484"	"-0.097348881"
"Miopithecus ogouensis"	"Miopithecus_ogouensis"	"Primates"	"Cercopithecidae"	"Miopithecus"	"ogouensis"	"22"	"19"	"Both"	"37.35100076"	"1750"	"islerPrim2008"	NA	"0.399977555"	"0.131125854"
"Propithecus diadema"	"Propithecus_diadema"	"Primates"	"Indridae"	"Propithecus"	"diadema"	"4"	"25"	"Both"	"39.79932123"	"6130"	"islerPrim2008"	NA	"0.019230403"	"-0.273844764"
"Alouatta seniculus"	"Alouatta_seniculus"	"Primates"	"Atelidae"	"Alouatta"	"seniculus"	"3"	NA	"both"	"45.5"	"2827.5"	"Boddy2012"	"Hrdlicka 1925"	"0.329411848"	"0.051289199"
"Chiropotes satanas"	"Chiropotes_satanas"	"Primates"	"Pitheciidae"	"Chiropotes"	"satanas"	"8"	"9"	"Both"	"48.3303075"	"3030"	"islerPrim2008"	NA	"0.333089792"	"0.053630545"
"Alouatta pigra"	"Alouatta_pigra"	"Primates"	"Atelidae"	"Alouatta"	"pigra"	"8"	"6"	"Both"	"51.125"	"8915"	"islerPrim2008"	NA	"0.005991282"	"-0.294321299"
"Procolobus verus"	"Procolobus_verus"	"Primates"	"Cercopithecidae"	"Procolobus"	"verus"	"29"	"34"	"Both"	"52.60038807"	"4450"	"islerPrim2008"	NA	"0.244669993"	"-0.042216055"
"Alouatta belzebul"	"Alouatta_belzebul"	"Primates"	"Atelidae"	"Alouatta"	"belzebul"	"11"	"53"	"Both"	"52.84375"	"6395"	"islerPrim2008"	NA	"0.128563184"	"-0.165329783"
"Cercopithecus petaurista"	"Cercopithecus_petaurista"	"Primates"	"Cercopithecidae"	"Cercopithecus"	"petaurista"	"39"	"18"	"Both"	"55.0765687"	"3609.090909"	"islerPrim2008"	NA	"0.33287019"	"0.050031403"
"Chiropotes israelita"	"Chiropotes_israelita"	"Primates"	"Pitheciidae"	"Chiropotes"	"israelita"	"16"	"16"	"Both"	"55.13476114"	"2273.733333"	"islerPrim2008"	NA	"0.483823916"	"0.209913194"
"Chiropotes chiropotes"	"Chiropotes_chiropotes"	"Primates"	"Pitheciidae"	"Chiropotes"	"chiropotes"	"6"	"39"	"Both"	"57.0429933"	"2740"	"islerPrim2008"	NA	"0.437841891"	"0.160326674"
"Piliocolobus kirkii"	"Piliocolobus_kirkii"	"Primates"	"Cercopithecidae"	"Piliocolobus"	"kirkii"	"13"	"4"	"Both"	"57.25"	"5630"	"islerPrim2008"	NA	"0.204844543"	"-0.086586482"
"Allenopithecus nigroviridis"	"Allenopithecus_nigroviridis"	"Primates"	"Cercopithecidae"	"Allenopithecus"	"nigroviridis"	"13"	"6"	"Both"	"58.02104036"	"4655"	"islerPrim2008"	NA	"0.272596666"	"-0.015159668"
"Cercopithecus pogonias"	"Cercopithecus_pogonias"	"Primates"	"Cercopithecidae"	"Cercopithecus"	"pogonias"	"12"	"15"	"Both"	"59.56481481"	"3580"	"islerPrim2008"	NA	"0.369529231"	"0.08684683"
"Presbytis siamensis"	"Presbytis_siamensis"	"Primates"	"Cercopithecidae"	"Presbytis"	"siamensis"	"13"	"13"	"Both"	"60.9420844"	"5876.464286"	"islerPrim2008"	NA	"0.218030449"	"-0.074228506"
"Alouatta macconnelli"	"Alouatta_macconnelli"	"Primates"	"Atelidae"	"Alouatta"	"macconnelli"	"2"	"1"	"Both"	"61.33078407"	"6398.31"	"islerPrim2008/Amniote"	NA	"0.193079524"	"-0.100823443"
"Cercopithecus wolfi"	"Cercopithecus_wolfi"	"Primates"	"Cercopithecidae"	"Cercopithecus"	"wolfi"	"20"	"137"	"Both"	"61.45"	"3390"	"islerPrim2008"	NA	"0.400823982"	"0.119195345"
"Chlorocebus pygerythrus"	"Chlorocebus_pygerythrus"	"Primates"	"Cercopithecidae"	"Chlorocebus"	"pygerythrus"	"61"	"60"	"Both"	"62.57741972"	"4323.523333"	"islerPrim2008"	NA	"0.329490436"	"0.043161549"
"Cebus albifrons"	"Cebus_albifrons"	"Primates"	"Cebidae"	"Cebus"	"albifrons"	"66"	NA	"both"	"62.95"	"1620"	"Boddy2012"	"Bronson 1981"	"0.651813554"	"0.384453422"
"Chlorocebus aethiops"	"Chlorocebus_aethiops"	"Primates"	"Cercopithecidae"	"Chlorocebus"	"aethiops"	"18"	NA	"both"	"64.13"	"3452.67"	"Boddy2012"	"Bronson 1981; Warncke 1908"	"0.41339675"	"0.131414147"
"Cebus libidinosus"	"Cebus_libidinosus"	"Primates"	"Cebidae"	"Cebus"	"libidinosus"	"47"	"47"	"Both"	"64.68541627"	"2509.779135"	"islerPrim2008"	NA	"0.521032518"	"0.245213188"
"Chlorocebus sabaeus"	"Chlorocebus_sabaeus"	"Primates"	"Cercopithecidae"	"Chlorocebus"	"sabaeus"	"7"	"6"	"Both"	"64.91330945"	"4311.8"	"islerPrim2008"	NA	"0.346290943"	"0.060014523"
"Cercopithecus doggetti"	"Cercopithecus_doggetti"	"Primates"	"Cercopithecidae"	"Cercopithecus"	"doggetti"	"4"	"4"	"Both"	"65.35648964"	"6350.333333"	"islerPrim2008"	NA	"0.223141314"	"-0.070616214"
"Cercopithecus hamlyni"	"Cercopithecus_hamlyni"	"Primates"	"Cercopithecidae"	"Cercopithecus"	"hamlyni"	"5"	"20"	"Both"	"65.9"	"4425"	"islerPrim2008"	NA	"0.344401528"	"0.057624345"
"Cebus xanthosternos"	"Cebus_xanthosternos"	"Primates"	"Cebidae"	"Cebus"	"xanthosternos"	"11"	"10"	"Both"	"66.08735914"	"2440.47619"	"islerPrim2008"	NA	"0.53946532"	"0.264187077"
"Macaca fascicularis"	"Macaca_fascicularis"	"Primates"	"Cercopithecidae"	"Macaca"	"fascicularis"	"52"	NA	"both"	"66.93"	"3109.45"	"Boddy2012"	"Bronson 1981; Hrdlicka 1925; Warncke 1908; Silva & Downing 1995"	"0.466060269"	"0.186100869"
"Cebus nigritus"	"Cebus_nigritus"	"Primates"	"Cebidae"	"Cebus"	"nigritus"	"87"	"87"	"Both"	"67.06601569"	"2730.833333"	"islerPrim2008"	NA	"0.509233626"	"0.231783164"
"Cercopithecus albogularis"	"Cercopithecus_albogularis"	"Primates"	"Cercopithecidae"	"Cercopithecus"	"albogularis"	"33"	"31"	"Both"	"70.09979995"	"5619.835417"	"islerPrim2008"	NA	"0.293374435"	"0.001978328"
"Cebus capucinus"	"Cebus_capucinus"	"Primates"	"Cebidae"	"Cebus"	"capucinus"	"30"	NA	"both"	"70.14"	"2104.88"	"Boddy2012"	"Crile & Quiring 1940; Hrdlicka 1925; Silva & Downing 1995"	"0.613498552"	"0.341078917"
"Piliocolobus tephrosceles"	"Piliocolobus_tephrosceles"	"Primates"	"Cercopithecidae"	"Piliocolobus"	"tephrosceles"	"6"	"6"	"Both"	"70.95189469"	"8408.8"	"islerPrim2008"	NA	"0.167362626"	"-0.131820373"
"Presbytis rubicunda"	"Presbytis_rubicunda"	"Primates"	"Cercopithecidae"	"Presbytis"	"rubicunda"	"50"	"50"	"Both"	"71.01506525"	"6265.597403"	"islerPrim2008"	NA	"0.263578654"	"-0.029919294"
"Cercopithecus nictitans"	"Cercopithecus_nictitans"	"Primates"	"Cercopithecidae"	"Cercopithecus"	"nictitans"	"20"	"63"	"Both"	"71.125"	"5465"	"islerPrim2008"	NA	"0.308780092"	"0.017923849"
"Sapajus apella"	"Cebus_apella"	"Primates"	"Cebidae"	"Cebus"	"apella"	"23"	NA	"both"	"71.3"	"2589"	"Boddy2012"	"Bronson 1981; Rilling 1999; Warncke 1908; Silva & Downing 1995"	"0.553193168"	"0.276773324"
"Presbytis chrysomelas"	"Presbytis_chrysomelas"	"Primates"	"Cercopithecidae"	"Presbytis"	"chrysomelas"	"7"	"7"	"Both"	"72.11214505"	"6718.666667"	"islerPrim2008"	NA	"0.247495912"	"-0.047351118"
"Trachypithecus phayrei"	"Trachypithecus_phayrei"	"Primates"	"Cercopithecidae"	"Trachypithecus"	"phayrei"	"9"	"9"	"Both"	"72.84012102"	"7474.916667"	"islerPrim2008"	NA	"0.217115391"	"-0.07979274"
